architectural_archetype,stories,soil_class,seismic_zone,Story,Direction,Wall,L [cm],xi [cm],D+0.25L,Story Area,Nail spacing [cm],Number sheathing panels,Number end studs,Total number studs,Tx(s),Ty(s)
P,5,A,1,2,Y,E.1,722,765,158313.70346244622,4918759.585999998,15,1,1,20,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,F.1,777,971.0000000000001,158313.70346244622,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,F.2,777,971.0000000000001,158313.70346244622,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,G.1,722,1177,158313.70346244622,4918759.585999998,15,1,1,20,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,H.1,799,1297,158313.70346244622,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,H.2,799,1297,158313.70346244622,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,I.1,287,1409,158313.70346244622,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,I.2,200,1409,158313.70346244622,4918759.585999998,5,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,I.3,200,1409,158313.70346244622,4918759.585999998,5,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,I.4,287,1409,158313.70346244622,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,J.1,284,1769.0000000000002,158313.70346244622,4918759.585999998,10,1,2,18,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,J.2,276,1769.0000000000002,158313.70346244622,4918759.585999998,10,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,J.3,422,1769.0000000000002,158313.70346244622,4918759.585999998,15,1,1,13,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,J.4,276,1769.0000000000002,158313.70346244622,4918759.585999998,10,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,2,Y,J.5,284,1769.0000000000002,158313.70346244622,4918759.585999998,10,1,2,18,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,1.1,270,438.99999999999994,157961.34638394625,4918759.585999998,5,2,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,1.2,270,1503,157961.34638394625,4918759.585999998,5,2,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,2.1,149,886,157961.34638394625,4918759.585999998,5,2,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,2.2,149,1057,157961.34638394625,4918759.585999998,5,2,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,3.1,544,272,157961.34638394625,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,3.2,224,848,157961.34638394625,4918759.585999998,5,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,3.3,224,1094,157961.34638394625,4918759.585999998,5,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,3.4,544,1670,157961.34638394625,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,4.1,162,81,157961.34638394625,4918759.585999998,5,2,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,4.2,338,353,157961.34638394625,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,4.3,470,971.0000000000001,157961.34638394625,4918759.585999998,15,1,1,14,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,4.4,338,1589,157961.34638394625,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,4.5,162,1861,157961.34638394625,4918759.585999998,5,2,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,5.1,152,695,157961.34638394625,4918759.585999998,5,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,5.2,152,1247,157961.34638394625,4918759.585999998,5,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,6.1,570,469.00000000000006,157961.34638394625,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,6.2,570,1473,157961.34638394625,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,7.1,152,689,157961.34638394625,4918759.585999998,5,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,7.2,152,1243,157961.34638394625,4918759.585999998,5,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,8.1,162,81,157961.34638394625,4918759.585999998,5,2,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,8.2,338,353,157961.34638394625,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,8.3,470,971.0000000000001,157961.34638394625,4918759.585999998,15,1,1,14,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,8.4,338,1589,157961.34638394625,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,8.5,162,1861,157961.34638394625,4918759.585999998,5,2,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,9.1,544,272,157961.34638394625,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,9.2,224,848,157961.34638394625,4918759.585999998,5,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,9.3,224,1094,157961.34638394625,4918759.585999998,5,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,9.4,544,1670,157961.34638394625,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,10.1,149,886,157961.34638394625,4918759.585999998,5,2,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,10.2,149,1057,157961.34638394625,4918759.585999998,5,2,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,11.1,270,438.99999999999994,157961.34638394625,4918759.585999998,5,2,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,X,11.2,270,1503,157961.34638394625,4918759.585999998,5,2,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,B.1,284,173,157961.34638394625,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,B.2,276,173,157961.34638394625,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,B.3,422,173,157961.34638394625,4918759.585999998,15,1,1,13,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,B.4,276,173,157961.34638394625,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,B.5,284,173,157961.34638394625,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,C.1,287,533,157961.34638394625,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,C.2,200,533,157961.34638394625,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,C.3,200,533,157961.34638394625,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,C.4,287,533,157961.34638394625,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,D.1,799,645,157961.34638394625,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,D.2,799,645,157961.34638394625,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,E.1,722,765,157961.34638394625,4918759.585999998,15,1,1,20,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,F.1,777,971.0000000000001,157961.34638394625,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,F.2,777,971.0000000000001,157961.34638394625,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,G.1,722,1177,157961.34638394625,4918759.585999998,15,1,1,20,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,H.1,799,1297,157961.34638394625,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,H.2,799,1297,157961.34638394625,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,I.1,287,1409,157961.34638394625,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,I.2,200,1409,157961.34638394625,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,I.3,200,1409,157961.34638394625,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,I.4,287,1409,157961.34638394625,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,J.1,284,1769.0000000000002,157961.34638394625,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,J.2,276,1769.0000000000002,157961.34638394625,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,J.3,422,1769.0000000000002,157961.34638394625,4918759.585999998,15,1,1,13,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,J.4,276,1769.0000000000002,157961.34638394625,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,3,Y,J.5,284,1769.0000000000002,157961.34638394625,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,1.1,270,438.99999999999994,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,1.2,270,1503,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,2.1,149,886,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,2.2,149,1057,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,3.1,544,272,157715.45119944622,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,3.2,224,848,157715.45119944622,4918759.585999998,15,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,3.3,224,1094,157715.45119944622,4918759.585999998,15,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,3.4,544,1670,157715.45119944622,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,4.1,162,81,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,4.2,338,353,157715.45119944622,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,4.3,470,971.0000000000001,157715.45119944622,4918759.585999998,15,1,1,14,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,4.4,338,1589,157715.45119944622,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,4.5,162,1861,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,5.1,152,695,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,5.2,152,1247,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,6.1,570,469.00000000000006,157715.45119944622,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,6.2,570,1473,157715.45119944622,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,7.1,152,689,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,7.2,152,1243,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,8.1,162,81,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,8.2,338,353,157715.45119944622,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,8.3,470,971.0000000000001,157715.45119944622,4918759.585999998,15,1,1,14,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,8.4,338,1589,157715.45119944622,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,8.5,162,1861,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,9.1,544,272,157715.45119944622,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,9.2,224,848,157715.45119944622,4918759.585999998,15,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,9.3,224,1094,157715.45119944622,4918759.585999998,15,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,9.4,544,1670,157715.45119944622,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,10.1,149,886,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,10.2,149,1057,157715.45119944622,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,11.1,270,438.99999999999994,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,11.2,270,1503,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,B.1,284,173,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,B.2,276,173,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,B.3,422,173,157715.45119944622,4918759.585999998,15,1,1,13,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,B.4,276,173,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,B.5,284,173,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,C.1,287,533,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,C.2,200,533,157715.45119944622,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,C.3,200,533,157715.45119944622,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,C.4,287,533,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,D.1,799,645,157715.45119944622,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,D.2,799,645,157715.45119944622,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,E.1,722,765,157715.45119944622,4918759.585999998,15,1,1,20,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,F.1,777,971.0000000000001,157715.45119944622,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,F.2,777,971.0000000000001,157715.45119944622,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,G.1,722,1177,157715.45119944622,4918759.585999998,15,1,1,20,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,H.1,799,1297,157715.45119944622,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,H.2,799,1297,157715.45119944622,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,I.1,287,1409,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,I.2,200,1409,157715.45119944622,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,I.3,200,1409,157715.45119944622,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,I.4,287,1409,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,J.1,284,1769.0000000000002,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,J.2,276,1769.0000000000002,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,J.3,422,1769.0000000000002,157715.45119944622,4918759.585999998,15,1,1,13,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,J.4,276,1769.0000000000002,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,4,Y,J.5,284,1769.0000000000002,157715.45119944622,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,1.1,270,438.99999999999994,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,1.2,270,1503,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,2.1,149,886,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,2.2,149,1057,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,3.1,544,272,139770.08452479623,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,3.2,224,848,139770.08452479623,4918759.585999998,15,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,3.3,224,1094,139770.08452479623,4918759.585999998,15,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,3.4,544,1670,139770.08452479623,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,4.1,162,81,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,4.2,338,353,139770.08452479623,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,4.3,470,971.0000000000001,139770.08452479623,4918759.585999998,15,1,1,14,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,4.4,338,1589,139770.08452479623,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,4.5,162,1861,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,5.1,152,695,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,5.2,152,1247,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,6.1,570,469.00000000000006,139770.08452479623,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,6.2,570,1473,139770.08452479623,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,7.1,152,689,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,7.2,152,1243,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,8.1,162,81,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,8.2,338,353,139770.08452479623,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,8.3,470,971.0000000000001,139770.08452479623,4918759.585999998,15,1,1,14,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,8.4,338,1589,139770.08452479623,4918759.585999998,15,1,1,11,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,8.5,162,1861,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,9.1,544,272,139770.08452479623,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,9.2,224,848,139770.08452479623,4918759.585999998,15,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,9.3,224,1094,139770.08452479623,4918759.585999998,15,1,1,8,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,9.4,544,1670,139770.08452479623,4918759.585999998,15,1,1,16,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,10.1,149,886,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,10.2,149,1057,139770.08452479623,4918759.585999998,15,1,1,6,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,11.1,270,438.99999999999994,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,11.2,270,1503,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,B.1,284,173,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,B.2,276,173,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,B.3,422,173,139770.08452479623,4918759.585999998,15,1,1,13,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,B.4,276,173,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,B.5,284,173,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,C.1,287,533,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,C.2,200,533,139770.08452479623,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,C.3,200,533,139770.08452479623,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,C.4,287,533,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,D.1,799,645,139770.08452479623,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,D.2,799,645,139770.08452479623,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,E.1,722,765,139770.08452479623,4918759.585999998,15,1,1,20,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,F.1,777,971.0000000000001,139770.08452479623,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,F.2,777,971.0000000000001,139770.08452479623,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,G.1,722,1177,139770.08452479623,4918759.585999998,15,1,1,20,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,H.1,799,1297,139770.08452479623,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,H.2,799,1297,139770.08452479623,4918759.585999998,15,1,1,22,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,I.1,287,1409,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,I.2,200,1409,139770.08452479623,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,I.3,200,1409,139770.08452479623,4918759.585999998,15,1,1,7,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,I.4,287,1409,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,J.1,284,1769.0000000000002,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,J.2,276,1769.0000000000002,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,J.3,422,1769.0000000000002,139770.08452479623,4918759.585999998,15,1,1,13,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,J.4,276,1769.0000000000002,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,5,Y,J.5,284,1769.0000000000002,139770.08452479623,4918759.585999998,15,1,1,9,0.8176945833962966,0.8144266012442644
P,5,A,1,1,X,1.1,270,438.99999999999994,158141.29877544625,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,1.2,270,1503,158141.29877544625,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,2.1,149,886,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,2.2,149,1057,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,3.1,544,272,158141.29877544625,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,3.2,224,848,158141.29877544625,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,3.3,224,1094,158141.29877544625,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,3.4,544,1670,158141.29877544625,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,4.1,162,81,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,4.2,338,353,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,4.3,470,971.0000000000001,158141.29877544625,4918759.585999998,15,1,1,14,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,4.4,338,1589,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,4.5,162,1861,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,5.1,152,695,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,5.2,152,1247,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,6.1,570,469.00000000000006,158141.29877544625,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,6.2,570,1473,158141.29877544625,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,7.1,152,689,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,7.2,152,1243,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,8.1,162,81,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,8.2,338,353,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,8.3,470,971.0000000000001,158141.29877544625,4918759.585999998,15,1,1,14,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,8.4,338,1589,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,8.5,162,1861,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,9.1,544,272,158141.29877544625,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,9.2,224,848,158141.29877544625,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
